City,State,latitude,longitude
Bayonne,NJ,40.6687141,-74.1143091
Belleville,NJ,40.7937116,-74.1501438
Bergenfield,NJ,40.9275987,-73.9973608
Bloomfield,NJ,40.806767,-74.1854226
Bradley Beach,NJ,40.2023355,-74.0120814
Bridgeton,NJ,39.427337,-75.2340768
Bridgewater,NJ,40.5599163,-74.5516573
Caldwell,NJ,40.8398218,-74.2765366
Carteret,NJ,40.5773266,-74.2282005
Cherry Hill,NJ,39.9348351,-75.0307264
Chesterfield,NJ,40.1153966,-74.6412727
Cliffside Park,NJ,40.8214894,-73.9876388
Dumont,NJ,40.9406541,-73.9968051
Dunellen,NJ,40.5892696,-74.4718201
Edgewater,NJ,40.8270448,-73.975694
Edison,NJ,40.5382375,-74.3945173450877
Egg Harbor Township,NJ,39.3618588,-74.5820136
Ewing,NJ,40.2688105,-74.8006895
Fair Haven,NJ,40.3606653,-74.0381947
Fair Lawn,NJ,40.9403762,-74.1318096
Flanders,NJ,40.8456549,-74.6948843
Fords,NJ,40.5295766,-74.3160429
Fort Lee,NJ,40.8509333,-73.9701382
Garwood,NJ,40.6517692,-74.3229264
Hackettstown,NJ,40.8539878,-74.8290556
Hamilton Township,NJ,40.2041625,-74.6793243897987
Hammonton,NJ,39.6365056,-74.8023853
Hawthorne,NJ,40.9492649,-74.1537549
Highland Park,NJ,40.4959379,-74.4243178
Hoboken,NJ,40.7433066,-74.0323752
Jersey City,NJ,40.7281575,-74.0776417
Kenilworth,NJ,40.6760225,-74.289262
Lavallette,NJ,39.9703958,-74.0687475
Lawrence Township,NJ,40.2999815,-74.7189151495642
Lebanon,NJ,40.6417683,-74.8359987
Little Ferry,NJ,40.8528777,-74.0420848
Lumberton,NJ,39.9659459,-74.8051628
Lyndhurst,NJ,40.8120247,-74.1242816
Mahwah,NJ,41.0887072,-74.1437552
Manahawkin,NJ,39.695397,-74.2587527
Manalapan Township,NJ,40.2765855,-74.3526360503142
Maple Shade,NJ,39.9526127,-74.9923915
Matawan,NJ,40.41483,-74.2295891
Metuchen,NJ,40.5431598,-74.3632049
Monmouth Junction,NJ,40.3789957,-74.5465436
Montainside,NJ,,
Moorestown,NJ,39.9670569,-74.9426677
Morris Plains,NJ,40.8364845,-74.4781885405151
Morristown,NJ,40.7970384,-74.4809492
Mount Holly,NJ,39.9928898,-74.7876624
Mount Laurel,NJ,39.934002,-74.8909988
New Brunswick,NJ,40.4862174,-74.4518173
North Bergen,NJ,40.8042674,-74.012084
North Brunswick,NJ,34.3129464,-78.1611077
Nutley,NJ,40.8223223,-74.1598663
Orange,NJ,40.7706562,-74.2326463
Ortley Beach Toms River Twpshp,NJ,,
Paramus,NJ,40.9445428,-74.0754189
Parsippany,NJ,40.8578772,-74.4259866
Plainfield,NJ,40.6337136,-74.4073737
Plainsboro,NJ,40.3334409,-74.6004341
Princeton,NJ,40.3492744,-74.6592958
Princeton Junction,NJ,40.3173301,-74.6198791
Red Bank,NJ,40.3470543,-74.0643065
Ridgefield,NJ,40.8342669,-74.0087505
Ridgewood,NJ,40.9791864,-74.1165757
River Edge,NJ,40.9287098,-74.0398622
Sayreville,NJ,40.4592726,-74.3609822
Shamong,NJ,39.8051271,-74.7057295
Sicklerville,NJ,39.7173375,-74.9693329
Somerset,NJ,40.5675084,-74.6189556
Somerville,NJ,40.5742696,-74.60988
"Southampton ,New Jersey",NJ,40.000471,-74.259696
Stanhope,NJ,40.9028765,-74.7090517
Summit,NJ,40.7182356,-74.3592296
Teaneck,NJ,40.8975992,-74.0159727
Trenton,NJ,40.2170575,-74.7429463
Union City,NJ,40.7795455,-74.0237512
Warren,NJ,40.8602222,-74.9720493
Washington,NJ,40.7584326,-74.9793378
West Long Branch,NJ,40.2903891,-74.0176381
Westville,NJ,40.844544,-74.2995931
Wildwood Crest,NJ,38.9748351,-74.8335015
Willingboro,NJ,40.0278894,-74.8690542
Wood Ridge,NJ,40.8456555,-74.0879195
Wood-Ridge,NJ,40.8456555,-74.0879195
Woodbridge,NJ,40.55418,-74.2860007694445
Albuquerque,NM,35.0841034,-106.6509851
Belen/Rio Communities,NM,34.63409975,-106.734811668221
Corrales,NM,35.2382286,-106.60698
Las Cruces,NM,32.3140354,-106.7798078
Placitas,NM,36.4458502,-106.4416983
Rio Rancho,NM,35.233375,-106.6644716
Boulder City,NV,35.9785912,-114.8324851
Carson City,NV,39.1637984,-119.7674034
Dayton,NV,39.2371386,-119.59295
Gardnerville,NV,38.9415062,-119.7493512
Henderson,NV,36.0391456,-114.9819235
Incline Village,NV,39.2500999,-119.9520057
Las Vegas,NV,36.1662859,-115.149225
Mesquite,NV,36.8038349,-114.0681915
Minden,NV,38.9542487,-119.7656174
North Las Vegas,NV,36.2008371,-115.1120958
Pahrump,NV,36.2083012,-115.9839128
Reno,NV,39.52927,-119.8136744
Silver Springs,NV,39.4154735,-119.2246076
Sparks,NV,39.5348431,-119.7527683
Stateline,NV,38.9630669,-119.9399463
Wellington,NV,38.7562993,-119.3759946
Albany,NY,42.6511674,-73.754968
Amherst,NY,42.9783924,-78.7997616
Astoria,NY,40.7720145,-73.9302673
Ballston Spa,NY,43.0009087,-73.8490111
Bath,NY,42.3370164,-77.3177577
Bayside,NY,40.7684351,-73.7770774
Beacon,NY,41.504879,-73.9696822
Binghamton,NY,42.096968,-75.914341
Blauvelt,NY,41.0634299,-73.9576378
Brockport,NY,43.213671,-77.93918
Bronx,NY,40.85048545,-73.8404035580209
Brooklyn,NY,40.6501038,-73.9495823
Buffalo,NY,42.8867166,-78.8783922
Carmel Hamlet,NY,41.4266361,-73.6788272
Centerport,NY,40.89782185,-73.3717214029655
Clifton Park,NY,42.8656325,-73.7709535
Cohoes,NY,42.7742446,-73.7001187
Colden,NY,42.6442273,-78.6847495
Coram,NY,40.8687097,-73.0014946
Corning,NY,42.1435257,-77.0543408
Cornwall,NY,40.7910799,-73.9748635
Cortland,NY,42.5842136,-76.0704906
Dryden,NY,42.4909053,-76.2971553
East Aurora,NY,42.7689141,-78.6177611
Elmira,NY,42.0897965,-76.8077338
Elmont,NY,40.700936,-73.712909
Fairport,NY,43.0993,-77.443014
Far Rockaway,NY,40.6053825,-73.7551326
Floral Park,NY,40.7246999,-73.7048024
Flushing,NY,40.7654301,-73.8174291
Forest Hills,NY,43.1037625,-77.4841397804973
Freeport,NY,40.6576022,-73.5831835
Freeville,NY,42.512807,-76.3464675
Geneva,NY,42.8689552,-76.9777436
Grand Island,NY,43.0097402,-78.9706093624524
Hicksville,NY,40.7684331,-73.5251253
Holbrook,NY,40.8123205,-73.078443
Irvington,NY,41.0350625,-73.864852135741
Jackson Heights,NY,40.7556561,-73.8857755
Kings Park,NY,40.886209,-73.2573369
Lafayette,NY,42.892289,-76.1052019
Lancaster,NY,42.9005956,-78.669997
Latham,NY,40.7443441,-73.9867075
Liverpool,NY,43.106456,-76.217705
Long Island City,NY,40.7415369,-73.9571249
Manhattan,NY,40.7902778,-73.9597222
Massapequa,NY,40.6806564,-73.4742914
Mechanicville,NY,42.9028547,-73.6873405
Melville,NY,40.7934322,-73.4151214
Middletown,NY,41.44634,-74.4209177459401
Millbrook,NY,41.7865038,-73.6921867
Minetto,NY,43.398124,-76.47744
Mt Tremper,NY,42.0448136,-74.2754247
New Rochelle,NY,40.9115386,-73.7826363
New York,NY,40.74123595,-73.356691165361
Olean,NY,42.077565,-78.4297419
Orchard Park,NY,42.7670376,-78.7435517
Ossining,NY,41.1609095,-73.878161875857
Pawling,NY,41.5620381,-73.6026271
Pelham,NY,40.9098215,-73.8079111
Pittsford,NY,43.090959,-77.515298
Pleasant Valley,NY,41.7445382,-73.8212439
Port Crane,NY,42.1642428,-75.8335265
Port Jefferson Station,NY,40.9253764,-73.0473284
Rhinebeck,NY,41.9268754,-73.9126639
Rochester,NY,43.157285,-77.615214
Ronkonkoma,NY,40.8153761,-73.112333
Saratoga Springs,NY,43.0821793,-73.7853915
Shelter Island,NY,41.0645437,-72.3328604
Shirley,NY,42.5767271,-78.9136452
Sidney,NY,42.3157824,-75.392776
Staten Island,NY,40.5834557,-74.1496048
Stony Point,NY,41.2295386,-73.9870847
Stormville,NY,41.5703713,-73.7454088
Sunnyside,NY,40.7398242,-73.9354153
Syosset,NY,40.8262101,-73.502068
Syracuse,NY,43.0481221,-76.1474244
Tuckahoe,NY,40.9503764,-73.827356
Victor,NY,42.9825634,-77.4088794
Wappingers Falls,NY,41.5965635,-73.9112103
Waterford,NY,42.7925778,-73.6812293
Webster,NY,43.212285,-77.429994
West Haverstraw,NY,41.2095941,-73.9852994
West Hurley,NY,41.9973144,-74.104864
West Islip,NY,40.7058564,-73.3077301
West Sayville,NY,40.7278763,-73.0976118
White Plains,NY,41.0339862,-73.7629097
Williamsville,NY,42.9637836,-78.7377258
Yonkers,NY,40.9312099,-73.8987469
Akron,OH,41.083064,-81.518485
Amelia,OH,39.0283966,-84.2177136
Aurora,OH,41.317555,-81.345386
Avon,OH,41.4517093,-82.0354225
Beachwood,OH,41.464498,-81.508732
Berea,OH,41.3661614,-81.8543026
Bluffton,OH,40.8953302,-83.8888289
Broadview Heights,OH,41.3139426,-81.6851271
Brookville,OH,39.8367207,-84.4113366
Brunswick,OH,41.2456819,-81.8275398
Canal Winchester,OH,39.8428215,-82.805646
Canton,OH,40.7989522,-81.3784445
Chagrin Falls,OH,41.436589,-81.3855058
Chardon,OH,41.582466,-81.20334
Cincinnati,OH,39.1014537,-84.5124602
Cleveland,OH,41.5051613,-81.6934446
Columbiana,OH,40.7787016,-80.7648602
Columbus,OH,39.9622601,-83.0007065
Copley,OH,41.0989439,-81.6445685
Coshocton,OH,40.2905684,-81.9271441
Dayton,OH,39.7589478,-84.1916069
Defiance,OH,41.3203058,-84.5084835
Delaware,OH,40.2986724,-83.067965
Dublin,OH,40.0992294,-83.1140771
Elyria,OH,41.368251,-82.1065757
Euclid,OH,41.5931049,-81.5267873
Fairborn,OH,39.8067455,-84.0102332768371
Fairfield,OH,39.7886111,-82.6418883
Fairview Park,OH,41.4461727,-81.8526519
Franklin,OH,40.0283162,-83.0076657
Gallipolis,OH,38.809803,-82.2023691
Grafton,OH,41.2725522,-82.0545892
Hamilton,OH,39.2085354,-84.5501874
Hanoverton,OH,40.7511704,-80.937032
Hilliard,OH,40.033814,-83.1596108
Hudson,OH,41.240056,-81.440667
Independence,OH,41.3816571,-81.6406872
Irondale,OH,40.5717306,-80.7264665
Johnstown,OH,40.1536742,-82.6851699
Kensington,OH,40.7353372,-80.9564777
Kent,OH,41.1536674,-81.357886
Lakewood,OH,41.4819932,-81.7981908
Loveland,OH,39.2689562,-84.2638406
Lyndhurst,OH,41.520052,-81.488732
Macedonia,OH,41.313667,-81.50845
Marysville,OH,40.2364486,-83.3671432
Mason,OH,39.3600586,-84.309939
Medina,OH,41.1000764,-81.9382517
Mentor,OH,41.6661573,-81.339552
Miamisburg,OH,39.6428362,-84.2866083
Middletown,OH,39.5150576,-84.3982763
Monroe,OH,39.7157533,-81.1078783
Munroe Falls,OH,41.139036,-81.440022
Napoleon,OH,41.3922726,-84.1252243
New Albany,OH,40.0811745,-82.8087864
North Canton,OH,40.875891,-81.4023356
North Ridgeville,OH,41.3894905,-82.0190321
North Royalton,OH,41.3136644,-81.7245739
Northfield,OH,41.345055,-81.528452
Norton,OH,41.0292217,-81.6381795
Oxford,OH,39.5103048,-84.7420519
Parma,OH,41.3822398,-81.7355692
Perrysburg,OH,41.5571178,-83.6279321
Powell,OH,40.1578403,-83.0751869
Ravenna,OH,41.157557,-81.242047
Reynoldsburg,OH,39.9547861,-82.8121191
Salem,OH,40.9008923,-80.8567502
Springfield,OH,39.9242266,-83.8088172
Steubenville,OH,40.3697905,-80.6339638
Streetsboro,OH,41.239223,-81.345941
Toledo,OH,41.6786754,-83.5127283
Troy,OH,40.0394982,-84.2032767
Warren,OH,39.4203978,-84.180897
Washingtonville,OH,40.900337,-80.7639673
Waynesville,OH,39.5297824,-84.086601
West Chester Township,OH,39.335739,-84.4155650458183
Westerville,OH,40.1261743,-82.9290696
Westlake,OH,41.4553232,-81.9179174
Willoughby,OH,41.6397696,-81.4065011
Willoughby Hills,OH,41.598382,-81.418447
Wilmington,OH,39.4453393,-83.8285375
Wintersville,OH,40.3753457,-80.7036894
Wooster,OH,40.7991766,-81.9383187
Youngstown,OH,41.1035786,-80.6520161
Lebanon,OH,39.4353373,-84.2029922
Bartlesville,OK,36.7494864,-95.9782966
Bixby,OK,35.9420431,-95.8833235
Broken Arrow,OK,36.0525993,-95.7908195
Edmond,OK,35.6571367,-97.4649038
Lawton,OK,34.6086854,-98.3903305
Norman,OK,35.2225717,-97.4394816
Oklahoma City,OK,35.4729886,-97.5170536
Sapulpa,OK,36.0005035,-96.1049612
Shawnee,OK,35.3272928,-96.9253004
Tulsa,OK,36.1556805,-95.9929113
Yukon,OK,35.5067259,-97.7625386
Beaverton,OR,45.4871723,-122.8037804
Canby,OR,45.2629088,-122.6925983
Cannon Beach,OR,45.891774,-123.961527
Clackamas,OR,45.1608821,-122.2305038
Depoe Bay,OR,44.808469,-124.063171
Eugene,OR,44.0505054,-123.0950506
Fairview,OR,45.5385457,-122.4330512
Forest Grove,OR,45.5197452,-123.1114405
Gresham,OR,45.5067406,-122.4367058
Hillsboro,OR,45.5228939,-122.989827
Lake Oswego,OR,45.4206749,-122.6706498
Lincoln City,OR,44.95789,-124.017996
Medford,OR,42.3264181,-122.8718605
Milwaukie,OR,45.4453901,-122.6392889
Oakridge,OR,43.7466899,-122.4597412
Oregon City,OR,45.3573429,-122.6067583
Portland,OR,45.5202471,-122.6741949
Redmond,OR,44.2726203,-121.1739212
Rockaway Beach,OR,45.613598,-123.943147
Roseburg,OR,43.216505,-123.3417381
Salem,OR,44.9391565,-123.033121
Sherwood,OR,45.3570983,-122.840357
Silverton,OR,45.0049305,-122.7832947
Springfield,OR,44.0462362,-123.0220289
Turner,OR,44.8431766,-122.9528708
Veneta,OR,44.0487342,-123.3509294
Warrenton,OR,46.165105,-123.923756
West Linn,OR,45.3656761,-122.6123141
Wilsonville,OR,45.3099218,-122.7681602
Aliquippa,PA,40.6102386,-80.267726
Allentown,PA,40.6022059,-75.4712794
Ambler,PA,40.1545535,-75.2215651
Avondale,PA,39.823443,-75.783273
Bensalem,PA,40.1045549,-74.951279
Bethlehem,PA,-1.45056,-48.4682453
Birdsboro,PA,40.2645371,-75.8040852
Boothwun,PA,,
Boyertown,PA,40.3337075,-75.6374083
Bridgeville,PA,40.3561805,-80.1100556
Butler,PA,40.8913626,-79.9248433
Camp Hill,PA,40.2398118,-76.9199742
Canonsburg,PA,40.2625702,-80.1872797
Carlisle,PA,40.201824,-77.1893888
Carnegie,PA,40.4086802,-80.0833885
Catawissa,PA,40.9548267,-76.4609868
Centre Hall,PA,40.8475635,-77.6861093
Chadds Ford,PA,39.8717773,-75.5913178
Chambersburg,PA,39.9405903,-77.6598624
Chester,PA,39.849557,-75.3557458
Cheswick,PA,40.5417343,-79.7992155
Clairton,PA,40.2922938,-79.8817181
Coatesville,PA,39.9831616,-75.8238355
Cochranville,PA,39.8917732,-75.9216133
Collegeville,PA,40.1856597,-75.451571
Connellsville,PA,40.0178522,-79.5894828
Coraopolis,PA,40.5184013,-80.1667247
Cranberry Township,PA,40.71067515,-80.1048606312172
Cranberry Twp,PA,40.71067515,-80.1048606312172
Dauphin,PA,40.398036,-76.8115168
Denver,PA,40.2331483,-76.1371684
Downingtown,PA,40.0064958,-75.7032742
Drexel Hill,PA,39.9483282,-75.306887787778
East Berlin,PA,39.937597,-76.9785892
East Pittsburgh,PA,40.3957108,-79.8384391
East Stroudsburg,PA,41.0036462,-75.176665811068
Elizabeth,PA,40.2692367,-79.8897706
Ellicott City,PA,,
Ellwood City,PA,40.8617303,-80.2864515
Ephrata,PA,40.1799111,-76.1789242
Erie,PA,42.1290657,-80.0852421
Exton,PA,40.0289955,-75.6207651
Fairfield,PA,33.4859402,-86.9119366
Freedom,PA,40.6856221,-80.2517277
Gap,PA,39.987325,-76.0205073
Gettysburg,PA,39.8309399,-77.2310908
Girard,PA,42.0003337,-80.3181193
Greensburg,PA,40.3014581,-79.5389289
Greenville,PA,41.404499,-80.3911785
Grove City,PA,41.1579008,-80.0886631
Harleysville,PA,40.278783,-75.3866377497299
Harrisburg,PA,40.2663107,-76.8861122
Hatfield,PA,40.2798274,-75.2993417
Hermitage,PA,41.2333897,-80.44868
Hershey,PA,40.2854881,-76.6506001
Honey Brook,PA,40.0942664,-75.9113306
Horsham,PA,40.1842455,-75.1390522720464
Hummelstown,PA,40.2653681,-76.7083033
Huntingdon Valley,PA,40.1226101,-75.0635049
Imperial,PA,8.9861246,-79.5303377460404
Irwin,PA,40.3245138,-79.7011549
Jamison,PA,41.5131177,-79.4531021
Johnstown,PA,40.3267407,-78.9219698
Kennett Square,PA,39.8467243,-75.7115932
Kinzers,PA,39.9984352,-76.0616197
Lancaster,PA,40.03813,-76.3056686
Langhorne,PA,40.1745538,-74.9226665
Lebanon,PA,40.3429683,-76.4233816
Leetsdale,PA,40.563123,-80.2083928
Levittown,PA,40.1573365,-74.8322796271533
Lititz,PA,40.1571252,-76.3072103
Malvern,PA,40.036202,-75.5138959
Marietta,PA,40.0573456,-76.5531156395954
Martinsburg,PA,40.3111875,-78.3241796
Mckeesport,PA,40.3478472,-79.864215
Mechanicsburg,PA,40.2101972,-77.0047276
Millville,PA,41.120363,-76.5299495
Monroeville,PA,40.4211798,-79.7881025
Morrisville,PA,40.2114978,-74.7879399
Mount Bethel,PA,40.9048188,-75.1115654
Mount Holly Springs,PA,40.1184235,-77.1899817
Mount Union,PA,40.3845217,-77.8822199
New Castle,PA,41.0036719,-80.3470091
Newtown,PA,40.2294046,-74.9365329
Norristown,PA,40.121497,-75.3399048
Oakmont,PA,40.5217347,-79.8422719
Oaks,PA,40.1317722,-75.4596319
Palmyra,PA,40.3088578,-76.5932369
Paoli,PA,40.040739,-75.4928444948136
Paradise,PA,40.0098226,-76.1285655
Parkesburg,PA,39.9587161,-75.9193928
Pen Argyl,PA,40.8687064,-75.2549025
Penn Hills,PA,40.4720652,-79.8197688
Perkasie,PA,40.372048,-75.292676
Philadelphia,PA,39.9524152,-75.1635755
Phoenixville,PA,40.1303822,-75.5149128
Pittsburg,PA,40.4416941,-79.9900861
Pittsburgh,PA,40.4416941,-79.9900861
Pittsburgh (Greenfield),PA,40.4262135,-79.9271617
Plum,PA,40.5003457,-79.7494911
Pottstown,PA,40.2452976,-75.6496424
Quakertown,PA,40.4417682,-75.3415667
Reading,PA,40.335345,-75.9279495
Red Lion,PA,8.9528833,-79.5347569
Richland,PA,40.3592589,-76.2582849
Rose Valley,PA,39.8962229,-75.3849148
Royersford,PA,40.1842688,-75.5379639
Saylorsburg,PA,40.8952667,-75.3233923
Schwenksville,PA,40.256213,-75.4637876
Scranton,PA,41.4086874,-75.6621294
Selinsgrove,PA,40.8062437,-76.8607084
Seven Fields,PA,40.6846423,-80.0615292
Sewickley,PA,40.5364566,-80.1845031
Shamokin Dam,PA,40.848696,-76.8196897
Shippensburg,PA,40.0562262,-77.5139074
Souderton,PA,40.3117707,-75.3251759
State College,PA,40.78791245,-77.8538859448932
Sugarloaf,PA,40.989609,-76.0479033
Talmage,PA,40.0000994,-76.2132902
Tarentum,PA,40.6014555,-79.7597709
Verona,PA,40.5064571,-79.843105
Washington,PA,40.1943798,-80.2541251
Wayne,PA,41.6264414,-75.3045103
Waynesboro,PA,39.7557827,-77.5776512
West Chester,PA,39.9597213,-75.6059638
West Grove,PA,39.8220536,-75.8274413
West Lawn,PA,40.3296765,-75.9938232166565
West Manchester Township,PA,39.9477145,-76.7974714733872
Wexford,PA,40.6264561,-80.055891
Wilkes Barre,PA,41.2464824,-75.8817316
Wyncote,PA,40.0908996,-75.1462402118813
York,PA,39.962398,-76.727392
Zelienople,PA,40.7957622,-80.1370795
Crafton,PA,40.435069,-80.066166
Cumberland,RI,41.9667656,-71.4328363
Johnston,RI,41.8310404,-71.5412101
Newport,RI,41.4899827,-71.3137707
Providence,RI,41.8239891,-71.4128343
Tiverton,RI,41.6225486,-71.1698091
Warwick,RI,41.7002024,-71.4161108
West Warwick,RI,41.7063679,-71.5236633
Aiken,SC,33.5598586,-81.721952
Anderson,SC,34.5068601,-82.6506264
Beaufort,SC,32.4315813,-80.6698286
Bluffton,SC,32.2371465,-80.8603868
Blythewood,SC,34.2143159,-80.973977
Boiling Springs,SC,35.0465081,-81.9817727
Camden,SC,34.2465393,-80.6070238
Cayce,SC,33.9657091,-81.0739827
Chapin,SC,34.1659795,-81.3498212
Charleston,SC,32.7876012,-79.9402728
Chesnee,SC,35.1484549,-81.8609371
Clover,SC,35.112711,-81.2261541781372
Columbia,SC,34.0007493,-81.0343313
Conway,SC,33.8360035,-79.0478143
Easley,SC,34.8269276,-82.5817053
Elgin,SC,34.1709826,-80.794252
Florence,SC,,
Fort Mill,SC,35.0073697,-80.9450759
Gaffney,SC,35.0717945,-81.6498195
Georgetown,SC,33.376834,-79.2944965
Greenville,SC,34.851354,-82.3984882
Greenwood,SC,34.1954001,-82.1617883
Greer,SC,34.9381361,-82.2272119
Hanahan,SC,32.9138914,-80.0088359
Hilton Head Island,SC,32.1618488,-80.7512616
Inman,SC,35.0470617,-82.0901088
Irmo,SC,34.085736,-81.18249
Johns Island,SC,32.7024009,-80.0481488
Ladson,SC,32.9857275,-80.1098123
Ladys Island,SC,32.4501913,-80.6331616
Lake Wylie,SC,35.110418,-81.053796545082
Lexington,SC,33.9815369,-81.2362134
Little River,SC,34.557229,-82.048142
Longs,SC,33.9385051,-78.7330737
Loris,SC,34.0562812,-78.8903044
Moore,SC,34.8334519,-81.9920461
Mount Pleasant,SC,32.7940651,-79.8625851
Mt Pleasant,SC,32.7940651,-79.8625851
Myrtle Beach,SC,33.6956461,-78.8900409
North Augusta,SC,33.5018026,-81.9651153
Okatie,SC,,
Port Royal,SC,32.3790843,-80.6926069
Ridgeland,SC,32.4807435,-80.980386
Rock Hill,SC,34.9248667,-81.0250784
Spartanburg,SC,34.9498007,-81.9320157
Summerville,SC,33.0206179,-80.1747537
Sumter,SC,33.9204354,-80.3414693
Surfside Beach,SC,33.6060031,-78.9730887
Tega Cay,SC,35.024312,-81.0278546
Travelers Rest,SC,34.9676167,-82.4434548
Wagener,SC,33.6523712,-81.3612142
West Columbia,SC,33.9934867,-81.0739826
Westminster,SC,34.6648197,-83.0965425
York,SC,34.9603293,-81.1655408
Rapid City,SD,44.081176,-103.228006
Sioux Falls,SD,43.5499749,-96.700327
Alcoa,TN,35.7895271,-83.9737935
Antioch,TN,35.756467,-84.2179718
Ashland City,TN,36.2742207,-87.0641699
Baneberry,TN,36.0637049,-83.2957206
Brentwood,TN,36.0325687,-86.7825235
Brighton,TN,35.0800851,-86.4391585
Chattanooga,TN,35.0456297,-85.3096801
Clarksville,TN,36.5277607,-87.3588703
Cleveland,TN,35.1595182,-84.8766115
Columbia,TN,35.6150716,-87.0352831
Cordova,TN,35.1556451,-89.7761955
Corryton,TN,36.1536937,-83.7824062
Cosby,TN,35.7581707,-83.2087084
Crossville,TN,35.9489566,-85.0269015
Dandridge,TN,36.0153693,-83.4148895
Dickson,TN,36.1459327,-87.3480592
Fairview,TN,36.4903809,-82.3506955
Franklin,TN,,
Gallatin,TN,36.3883031,-86.4475898
Gatlinburg,TN,35.714259,-83.5101638
Germantown,TN,35.0867577,-89.8100858
Goodlettsville,TN,36.3231067,-86.7133302
Greeneville,TN,36.1631575,-82.8309861
Hendersonville,TN,36.3047735,-86.6199957
Hermitage,TN,36.2149902,-86.6128511
Hixson,TN,35.224368,-85.287125
Jacksboro,TN,36.3300793,-84.1838156
Johnson City,TN,36.3134398,-82.3534728
Kingsport,TN,36.550238,-82.5594293
Kingston,TN,35.8809084,-84.5085447
Knoxville,TN,35.9603948,-83.9210261
Lebanon,TN,36.2079779,-86.2910945
Manchester,TN,35.4597495,-86.0736692670906
Maryville,TN,35.7564719,-83.9704593
Mcminnville,TN,35.683404,-85.7699816
Memphis,TN,35.1490215,-90.0516285
Mount Juliet,TN,36.200055,-86.5186054
Murfreesboro,TN,35.845999,-86.3920452
Nashville,TN,36.1622296,-86.7743531
Oak Ridge,TN,36.0103562,-84.2696449
Old Hickory,TN,36.2597753,-86.6477741
Ooltewah,TN,35.0749981,-85.062197
Paris,TN,36.3020023,-88.3267107
Pigeon Forge,TN,35.7884241,-83.5543329
Pleasant View,TN,35.7736987,-83.7315611
Powell,TN,36.0317472,-84.0279677
Sevierville,TN,35.8681455,-83.561835
Spring Hill,TN,35.751179,-86.9300023
Tellico Plains,TN,35.3626008,-84.2940223
Waverly,TN,36.0829998,-87.7945852
White House,TN,36.4703232,-86.6513845
Addison,TX,32.9604305,-96.8302595189363
Allen,TX,33.1031744,-96.6705503
Arlington,TX,32.701939,-97.1057149357776
Athens,TX,32.2048735,-95.8555207
Aubrey,TX,33.3142085,-96.9756322949702
Austin,TX,30.2711286,-97.7436995
Bacliff,TX,29.5068965,-94.992427
Bastrop,TX,30.1104947,-97.3152701
Baytown,TX,29.7355047,-94.9774274
Beaumont,TX,30.0860459,-94.1018461
Bedford,TX,32.844017,-97.1430671
Belton,TX,31.0560132,-97.464453
Blossom,TX,33.6614962,-95.3857864
Bowie,TX,33.4198886,-94.4479626
Bridge City,TX,30.0207678,-93.8457255
Bryan,TX,30.6580876,-96.3527774205964
Buda,TX,30.0852135,-97.8402827
Bulverde,TX,29.7438332,-98.4530729
Burleson,TX,32.5420821,-97.3208492
Burnet,TX,30.7573109,-98.2289007
Cameron,TX,30.8532454,-96.9769304
Carrollton,TX,32.9537349,-96.8902816
Cedar Creek,TX,32.5131189,-96.1097952
College Station,TX,30.6253463,-96.3271538
Conroe,TX,30.3118769,-95.4560512
Copperas Cove,TX,31.124062,-97.9030785
Corpus Christi,TX,27.8002542,-97.3955744
Corsicana,TX,32.091299,-96.4646821
Crowley,TX,32.5790251,-97.3625172
Cypress,TX,29.9691116,-95.6971686
Dallas,TX,32.7762719,-96.7968559
Desoto,TX,32.6060145,-96.8656575351241
Denton,TX,33.1838787,-97.1413417
Dripping Springs,TX,30.1902067,-98.0866781
El Paso,TX,31.7600372,-106.487287
Elgin,TX,30.349351,-97.3705762
Euless,TX,32.8465405,-97.0667362924056
Fairview,TX,33.1578952,-96.6316593
Floresville,TX,29.1335781,-98.1561192
Flower Mound,TX,33.0145673,-97.0969552
Forney,TX,32.747893,-96.4719289
Fort Worth,TX,32.753177,-97.3327459
Friendswood,TX,29.5293998,-95.2010447
Frisco,TX,33.1506744,-96.8236116
Ft. Worth,TX,32.753177,-97.3327459
Galveston,TX,29.299328,-94.7945882
Garland,TX,32.912624,-96.6388833
Georgetown,TX,30.6665525,-97.6779637977368
Granbury,TX,32.4420826,-97.7941967
Grand Prairie,TX,32.657368,-97.0284662417504
Granite Shoals,TX,30.589077,-98.3839153
Grapevine,TX,32.9342919,-97.0780654
Haltom City,TX,32.7995738,-97.2691817
Harker Heights,TX,31.0835102,-97.6597377
Haslet,TX,32.974847,-97.3477957
Highland Village,TX,33.091788,-97.0466759
Houston,TX,29.7589382,-95.3676974
Humble,TX,29.9988312,-95.2621553
Hurst,TX,32.8234621,-97.1705678
Irving,TX,32.8295183,-96.9442177
Justin,TX,33.0848442,-97.2961286
Katy,TX,29.7857853,-95.8243956
Keller,TX,32.9299655,-97.2271249
Kemah,TX,29.5427297,-95.0204837
Kerrville,TX,30.0474332,-99.1403189
Kilgore,TX,32.3860733,-94.8758518
Killeen,TX,31.1171441,-97.727796
Kingwood,TX,30.0497077,-95.1846301
Kyle,TX,29.9892928,-97.8772103
La Porte,TX,29.6657838,-95.0193729
La Vernia,TX,29.356348,-98.1155633
