Company,Username,City,State,Date,Rating,Review,Distance,Cost,Cost.per.Mile,Sqft.Moved
Budget,Brenda B B,Ft Worth,CO,2016-08-15,2,"Equipment was in good shape. One thing I would grade them down on, they advertise one price on-line, but when you get there to rent there are a whole bunch of add on's which makes them not so competitive. I think the price of a dolly add on was way out of line. Cost online quoted $60.31, by the time they finished, the cost was $155.00 So, very misleading. Also dolly was 17.95 which should be around $10.00. So, beware, what they tell you online is not the real cost! Moved approx. 15 miles",15.0,155.0,10.33,1200.0
Budget,Candy B,State College,PA,2016-08-10,5,Truck was ready and in good working order. Only paid $39. for the day plus $.60 per miles for the largest truck available. Location was only about 2 miles from my home....very convenient. Attendant at location was very professional and courteous. Would certainly use them again.,20.0,50.0,2.5,1100.0
Budget,Kevin G,Baltimore,MD,2016-08-09,4,No problems. Cheaper than the other companies I saw. Had to wait a little while when picking the truck up but it was also a Sunday afternoon so I was just glad they were open at all (most locations were not).,150.0,170.0,1.13,1000.0
Budget,Curt V,Schaumburg,IL,2016-08-05,4,No issues.,850.0,800.0,0.94,900.0
Budget,Mahmoud H,Athens,GA,2016-08-03,1,opportunistic. they take advantage of Student moving weeks and mark up their rental by 40%.,12.0,500.0,41.67,750.0
Budget,Nicholas O,Charlotte,NC,2016-08-02,5,Excellent service and very accommodating. No equipment issues.,180.0,150.0,0.83,700.0
Budget,Diane S,River Edge,NJ,2016-07-31,5,Budget is a really good Company to deal with any of your moving needs and the trucks are kept mechanically maintained and clean. We highly recommend them for your moving needs. Their prices are fair and reasonable. They also take discounts from different companies.,10.0,150.0,15.0,200.0
Budget,David P,Punta Gorda,FL,2016-07-30,4,Truck hadn't been cleaned but not bad. They didn't provide the moving blankets I asked for. All else was ok,1300.0,1200.0,0.92,1390.0
Budget,Evelyn G,Savannah,GA,2016-07-29,5,"very friendly , truck in good condition, will use them again",,,,
Budget,Bryan C,Sammamish,WA,2016-07-29,4,it is a truck rental,20.0,250.0,12.5,2500.0
Budget,Will S,Melbourne,FL,2016-07-28,3,will review once finished if option is available,1248.0,1280.0,1.03,1800.0
Budget,Denise S,Camarillo,CA,2016-07-25,4,"The truck was clean, ran well and was full of gas.",5.0,100.0,20.0,1000.0
Budget,Lynette C,Modesto,CA,2016-07-25,5,"the truck was ready to pick up, instructions were clear, and drop off was easy.",5.0,45.0,9.0,900.0
Budget,Roxanne D,Redlands,CA,2016-07-22,3,"I was supposed to take the truck back on Saturday after a 24 hour rental, but the office was closed. I was told to hold on to the truck until Monday, and I said I did not want to be charged for the extra days. They assured me that I would not be charged extra. I brought the truck back Monday at 8am as instructed (had to take time off of work) and then I was charged $207 for 3 days. The rental site could not make an adjustment so I had to call the main office. I was given an adjustment which took 7-10 business days to reflect on my account.",44.0,160.0,3.64,1100.0
Budget,Jon P,Reno,NV,2016-07-20,5,It was a local rental. I don't know how they make money it was so cheap. Way to go Budget!,4.0,46.0,11.5,1900.0
Budget,Timothy B,Lithia Springs,GA,2016-07-15,2,Trucks are filthy on the inside and mechanically in a state of disrepair,40.0,150.0,3.75,3400.0
Budget,Rhonda B,Gatlinburg,TN,2016-07-15,5,"They were waiting for my arrival and had everything ready to go. I rented a truck size a bit too large for my goods, but better too big than too small. (I'm not a visual person when it comes to estimations.) Budget was about 2/3 the cost of renting from U-Haul and their trucks are really nice. I'd certainly use them again.",604.0,670.0,1.11,1100.0
Budget,Steve P,Flower Mound,TX,2016-07-13,4,"Rented the 26' Ford diesel a couple of times before. Great truck. Well maintained. Even through the Rocky Mountains fully loaded, still averaged 9.6 MPG.",1800.0,1020.0,0.57,2100.0
Budget,Steve P,Hayden Lake,ID,2016-07-13,4,"Fourth time renting from Budget ... best value out there. The 26 foot Ford diesel packed as full as it could be packed, pulling a 5,000 pound car and trailer (total weight at the weigh station was 28,744) still averaged 9.6 MPG through the Montana, Wyoming and Colorado mountains.",1850.0,1020.0,0.55,2100.0
Budget,William C,New Albany,OH,2016-07-13,1,"The Sexton Auto Sales location for Budget was an awful experience. The staff were whining about how they had 6 people in to rent Budget trucks, even though this is their job. The office was small, grimy, with a dog sleeping on the couch (I like dogs, but some people may be allergic and it is simply not professional). There were ashtrays on all the desks filled with butts, and the staff in general were rude, with rough language and behavior. They also forgot to include the furniture pads and dolly I paid for.",496.0,330.0,0.67,700.0
Budget,Amanda D,Saint Louis,MO,2016-07-11,5,Great company.,30.0,250.0,8.33,2200.0
Budget,Ashley D,South Hadley,MA,2016-07-09,5,Easy to schedule an exact pickup time and date (it helps that it was a mid-month move). Very easy drop off. Equipment was as advertised - moving blankets were of decent size and quality to cover average size bureau and dining chairs. Would do it again.,75.0,250.0,3.33,850.0
Budget,Rich H,Denver,CO,2016-07-07,5,Very good experience,100.0,,,2900.0
Budget,Randon M,Fairfax,VA,2016-07-06,3,They did not have the truck available when I arrived to pick it up. They also charged me twice for rental and I am still waiting for my account to be refunded the additional $231.98,3.0,232.0,77.33,1400.0
Budget,Natalie M,Chicago,IL,2016-07-05,4,It was easy to pick up the truck and drop it off. We appreciated that the cost of the rental included unlimited miles since we moved from Illinois to Florida.,1200.0,780.0,0.65,800.0
Budget,Debbie K,Panama City Beach,FL,2016-07-05,5,"Quick, easy and affordable. Drove their 16' truck 1,000 miles from Florida to Illinois without a problem. Great running truck!",1000.0,340.0,0.34,1300.0
Budget,Samantha F,Charlotte,NC,2016-07-01,5,I can only speak on behalf of the pick up experience so far as I have not yet driven the NC -> NJ move but so far so good. They had a good rate and I just felt like their facilities were more professional than Uhaul.,600.0,250.0,0.42,
Budget,stephanie c,Vancouver,WA,2016-06-28,2,"Didn't hold the correct truck for me, asked for a 24 foot, got 16 foot.",1.0,100.0,100.0,1300.0
Budget,Laurie A,Johnston,RI,2016-06-27,2,I secured my truck with a credit card; however they ended up charging my brother's card when he had to use it as a security deposit!,15.0,,,1700.0
Budget,Blaire E,Charlotte,NC,2016-06-26,3,"When I needed to extend the time for the truck use, I could not get anyone to answer their phone. In the end, they just charged me the full amount of $150. I think their customer service need to be improved",15.0,150.0,10.0,1700.0
Budget,dennis n,Andover,MN,2016-06-25,5,Great company,25.0,78.0,3.12,2500.0
Budget,Steve P,San Francisco,CA,2016-06-24,4,"Used the online truck estimator to pick a size and pretty well filled it up. Picking up was fine, but I wish I had more options when returning.",400.0,400.0,1.0,600.0
Budget,Becca S,California,MD,2016-06-22,5,Everything was smooth from pick up to drop off,3000.0,2500.0,0.83,
Budget,Joyce V,Shiloh,IL,2016-06-21,5,Very nice truck.,350.0,600.0,1.71,740.0
Budget,Shawn G,Bridge City,TX,2016-06-21,5,"New truck, great rates, ready for me when I arrived. Can't ask for more than that.",,,,
Budget,Joshua C,Springdale,AR,2016-06-20,1,Reserved a 26 ft truck for three days. Was told previous renters did not bring back on time. I agreed to take 16 ft truck the first day and exchange it for the correct truck next day. Waited all next day for truck only to find out they sent it to Tulsa and did even bother to call and tell me despite me having called twice that day. Did get me a 24 ft truck several hours and some lots of talking. Was told reservation did not matter. Steering was horrible and had a huge leak of diesel straight on muffler.,30.0,200.0,6.67,1800.0
Budget,Mary T,Laurel,MD,2016-06-20,5,They were great!,1.0,58.0,58.0,1400.0
Budget,Jason D,Oldsmar,FL,2016-06-19,1,"I wish I could leave them a zero because I certainly would. This is the worst company I have ever dealt with. The truck had no AC, a broken roll up door and we were resposible for driving it to be fixed burning up a quarter of a tank of gas. Customer service is totally incompetent and rude. They have no concern for thier customers at all. Please dont use this company.",400.0,900.0,2.25,2070.0
Budget,stef s,Durham,NC,2016-06-16,3,"I have moved a Lot in the last 10 years and always use Budget Truck rental. But this time around, the 16' truck I rented was in serious need of repair, had broken glass from the previous people who use it all over the dashboard and seats, and the alignment was totally off. Going up a mountainside in a truck is unnerving, but particularly so in the truck I happened to have rented from Durham Budget Truck off of Guess rd in NC.",180.0,130.0,0.72,750.0
Budget,Robert S,Lake Oswego,OR,2016-06-14,5,"I used a 16-ft Budget truck to move my goods 2,200 miles without a problem. I also used trailer to haul my Jetta. Trailer arrived at rental agency approximately 6 hours late and I had a flat tire on right front tire within 100 mies. Upon calling Budget dispatcher, I was told that repair person would call. Unfortunately, the call came from an out of state location more than 200 miles away and I was expecting local call. Not wanting to tie up my phone, I ignored out of state call. Not receiving local call, I tried to get alternative service without success. Fortunately, after 2 hours, I finally answered phone call from out of state person. He promptly put me in touch with local repair person who replaced the tire in 20 minutes without cost. Budget dispatcher needs to be very clear that call may come from remote location.",2200.0,2300.0,1.05,1100.0
Budget,Joe V,Exton,PA,2016-06-13,5,solid company with great local service.,15.0,,,1250.0
Budget,Jason H,Gaithersburg,MD,2016-06-06,3,Average,4000.0,600.0,0.15,1200.0
Budget,Emily B,Waukesha,WI,2016-06-06,5,I was able to reserve my truck online and it was ready for us to pick up the morning we requested. The 26 foot truck fit our 3 bedroom house but it was tight. The truck was in good shape. I would definitely use them again.,80.0,200.0,2.5,1200.0
Budget,Nancy K,Philadelphia,PA,2016-06-02,4,"The truck worked well and price was very reasonable. The glitch is the optional insurance, which you are almost required to buy. I called my insurance agent and was told a commercial vehicle rental wasn't covered. That cost almost doubled my expense.",150.0,170.0,1.13,700.0
Budget,Dorienne L,Miami Springs,FL,2016-05-31,5,We had a newer truck that was a pleasure to drive. Excellent customer service.,175.0,285.0,1.63,1500.0
Budget,Viorel G,Roseville,CA,2016-05-30,5,The truck was one year old and in good condition with enough room for the two bedrooms we moved from.,8.0,,,1100.0
Budget,Goutam D,Pasadena,TX,2016-05-29,1,"Truck was of terrible quality. Brakes were soft, the suspension was horrible--desperately needed new struts. I will never use them again",25.0,50.0,2.0,2000.0
Budget,Dave A,Ocala,FL,2016-05-28,4,Right convex mirror fell off. Don't understand why the customer has to purchase insurance for the rental vehicle.,90.0,252.0,2.8,900.0
Budget,Jim H,Wilmington,DE,2016-05-25,1,"The list of complaints is long, but after receiving an email confirming my order there were no packing blankets in the truck, and none available at my rental location. Those blankets were part of my online order. I ended up spending more than $200.00 buying pads for my move. Also, I ordered and auto transport. They tried to give me the auto dolly. When I insisted on the transport I was told one was available 40 miles away and if I wanted it I would have to go and get it. There was no sense of urgency, or concern from anyone there. This experience added tremendous stress to an already stressful day. Think twice before choosing Budget!",1100.0,1500.0,1.36,1300.0
Budget,Bradd E,Boothwun,PA,2016-05-24,4,"It is truck, it did the job. I however reserved moving blankets and they didn't have any when I picked up the truck. A phone would have been nice so I could have been prepared.",15.0,200.0,13.33,2800.0
Budget,James G,Kansas City,MO,2016-05-24,4,"No issues... nothing exceptional with vehicle... I could have used a better walk-around session on the features/functionality of the truck. Also, at pick up, I was pushed pretty hard to buy the supplemental insurance policy they offer. At the time, I felt pushed into buying the additional coverage for another 120 dollars. Ironically, upon checking with my agent this AM, it turns out that I did need the supplemental coverage- so the rental agent was totally correct and potentially saved me from some major liability. Do yourself a big favor and check with your insurance provider before you rent to validate coverages and save yourself some pain when you arrive to pick up your vehicle.",250.0,400.0,1.6,400.0
Budget,Rolande P,Milford,MA,2016-05-23,2,"The quote for for $50 however they failed to mention the $40 additional insurance coverage. Apparently, they tried to call the day before, but didn't leave a message, to advise me that I should check with my insurance company to see if I had the required coverage. I would not use them again. If I had been advised up front to check for coverage, I would not have felt like it was a deliberate plan to increase costs.",10.0,90.0,9.0,200.0
Budget,R K N,Tampa,FL,2016-05-19,5,Very pleased with the truck provided--worked great.,1500.0,1000.0,0.67,600.0
Budget,Randall B,Chandler,AZ,2016-05-19,5,We rented a 16 ft truck and car hauler. they were both in good condition and had no problems making the move. The reps were friendly and curtious.,1300.0,1300.0,1.0,900.0
Budget,Curtis W,Palmyra,PA,2016-05-18,5,"clean 16 ft truck, clean pads, convenient pick-up and drop-off locations. Truck ran well.",77.0,,,
Budget,Paul E,Plano,TX,2016-05-18,4,"Service was good in Livonia, Michigan when we picked up the truck and also in Plano, Texas when we dropped it off.",1120.0,1100.0,0.98,1500.0
Budget,Dena D,Roswell,GA,2016-05-13,4,"Truck was fine. Very clean. Had no trouble booking. I do wish they opened a little earlier. Could not get the truck until 8. We chose this company because we had used them on a previous move. And, would use them again.",30.0,78.0,2.6,1200.0
Budget,CHERYL G,South Windsor,CT,2016-05-11,4,"Had no problems picking up the size truck 24', we requested. However, bed of truck was not clean and movers had to sweep it out, but still left dirt all over furniture cushions. Returned truck on time but were overcharged as arriving late and drop off fee. Had to go back and have charges reversed. Make sure you review your charges!",14.0,75.0,5.36,1974.0
Budget,Katie J,Carlsbad,CA,2016-05-11,2,"This company was not accurate to what their website listed...the website said after hours drop off was available and the office was open until 5, however when I got there the day of my move no after hours drop off was available and the office closed at 1. We had to keep the truck overnight and ended up getting an expensive parking ticket which the company blamed on us. I would not recommend this service (at least not the Vista location)",15.0,160.0,10.67,650.0
Budget,Christine B,Glen Ellyn,IL,2016-05-10,2,"Not too happy. This is the 2nd move I had where I was called the night before or the same morning (!) to advise me that my CONFIRMED truck was no longer available. Even though they try to assist you in other ways (different size truck, refer to another location), it adds a ton of stress to your already stressful move.",7.0,30.0,4.29,1200.0
Budget,Janie C,Dallas,TX,2016-05-09,4,The truck was LOUD but okay. It was not cleaned before I got it. ... the inside was a little messy and the back had not been swept. Other than that.. It was okay.,800.0,550.0,0.69,700.0
Budget,Michael M,Mattawan,MI,2016-05-07,5,New truck,750.0,1550.0,2.07,2500.0
Budget,Michael M,Ossining,NY,2016-05-04,5,Got a brand new truck so everything was in good order.,750.0,1550.0,2.07,2500.0
Budget,David P,Lebanon,TN,2016-05-01,3,The price quoted when we booked online was approx $400 more than what we actually were charged at time if pickup. The representative could offer no explanation for the difference. The also forgot to give us the moving pads we rented at the time of pick up so we had to go back and get them.,570.0,2000.0,3.51,1400.0
Budget,Sandra L,Hurst,TX,2016-05-01,4,The only thing wrong with the truck was the windshield wipers needed replaced.,700.0,286.0,0.41,750.0
Budget,Linda H,Kansas City,MO,2016-04-28,5,We rented a 16' truck and hauled everything and unloaded everything ourselves.,189.0,124.0,0.66,900.0
Budget,Patricia Z,Freedom,PA,2016-04-27,4,Truck fit our needs but the cab had a serious air leak somewhere so the ride was extremely loud.,1000.0,1000.0,1.0,1400.0
Budget,Michele g,Tacoma,WA,2016-04-26,2,Horrible customer service throughout the company!,1600.0,1800.0,1.13,2800.0
Budget,Javier F,Portland,OR,2016-04-26,4,They offer the same as UHaul for a much better price,2300.0,1800.0,0.78,622.0
Budget,John S,Forney,TX,2016-04-25,5,equipment in good shape. people friendly.,1000.0,738.0,0.74,800.0
Budget,Stephen O,Fort Pierce,FL,2016-04-20,1,"Truck cab trashy and dirty. No technical help hooking car trailer. No help loading car on trailer. No instruction manual to do it yourself. Had to return home, go online and print instructions myself. No parking available for truck return. Car carrier placed in Mall parking spot unable to be attached to truck. Rep was not helpful, competent or even polite. You are on your own. Truck arrived three days early and I was never notified. Truck was returned 2 hours late and was charged a full day extra rental. The list goes on and on.. Wrong drop off location provided on contract, extra fuel used to move truck to ""correct"" location charged as fill up fee..etc etc ..BAD COMPANY!!! Never use them again.",1200.0,2000.0,1.67,2900.0
Budget,Craig R,Appleton,WI,2016-04-19,4,Truck ran great. The only complaint I had was that the cleanliness of the inside of the windshield was dirty and had to swap out the furniture pads for dry ones as dealer where I picked up unit left back door open some in rain storm and furniture pads got all wet.,1100.0,1250.0,1.14,1200.0
Budget,Angel O,Okatie,SC,2016-04-02,1,Truck was in terrible condition. Driving it was like a video game trying to keep it on the road. They should have retired this truck.,,,,
Budget,larry j,Cincinnati,OH,2016-03-30,1,"When i went to pick up my truck, they didn't show the date change in the system, even though i had the confirmation. I had to rush to U_Haul to get a truck, while the movers was on the way. I will never recommend Budget to anyone, or use their service either.",10.0,,,
Budget,Brent S,Manhattan,NY,2016-03-29,5,Proficient and fast.,144.0,280.0,1.94,180.0
Budget,Jami M,San Pedro,CA,2016-03-26,5,Great price,25.0,75.0,3.0,1200.0
Budget,Ray b,Hampton,VA,2016-03-21,1,LOOK AT OTHER PLACE,600.0,1700.0,2.83,1400.0
Budget,Jon P,Fishers,IN,2016-03-21,1,"The truck and car carrier I reserved weeks in advance were not there when I went to pick them up. It wasn't until the next day I was able to get my truck. I had to change the entire moving/packing schedule. Also the car carrier was very old and difficult to operate. One tire winch came loose twice during the 3 day trip! Poorly maintained carrier, or just too old.",1549.0,1886.0,1.22,1480.0
Budget,Rita C,Diamondhead,MS,2016-03-20,5,Reliable equipment.,650.0,1200.0,1.85,3000.0
Budget,Hannah C,Saint Louis,MO,2016-03-15,3,Friendly service. Only problem was that they forgot to include the dolly and furniture blankets we rented in the truck and we didn't find out until we had already driven back to my apartment.,350.0,550.0,1.57,950.0
Budget,Brian J,Chapel Hill,NC,2016-03-13,5,tttttt,40.0,50.0,1.25,800.0
Budget,Aaron Y,West Palm Bch,FL,2016-03-11,1,cool morning. in afternoon when it got hot the ac wasn't coming out of the vents.the vent duct was not in place. i would think they would have checked the ac before renting. turned a good experience into a very bad one. also wasn't told the 15' didn't have a ramp.,40.0,99.0,2.48,1000.0
Budget,Jackie H,Greeley,CO,2016-03-05,4,Moved from MO to CO,675.0,1000.0,1.48,1400.0
Budget,Tom P,Crestview,FL,2016-03-05,4,Only bad thing truck was dirty inside cab and back.,6.0,76.0,12.67,1200.0
Budget,Bill K,Issaquah,WA,2016-03-03,5,"The price was easy to understand no hidden costs, truck ran great.",15.0,75.0,5.0,725.0
Budget,Judith N,Miami,FL,2016-02-29,5,We rented the truck and drove it ourselves. Service at pickup and drop off was excellent.,780.0,1010.0,1.29,1000.0
Budget,Susan C,Henrico,VA,2016-02-21,5,"The woman who set up our rental was very good at getting through the contract, explaining every detail in common English. She also showed me how everything works on the truck. We wanted to add a fourth driver to allow everyone to switch off driving the truck and car, but the online system only allowed three. The truck functioned very well. It would help to know the driving range of a tank of gas. We forgot to watch the gauge and almost ran out but found a station in time after the warning light came on.",650.0,660.0,1.02,
Budget,Dale H,Florence,CO,2016-02-20,1,"Booked a 24' Budget rental truck two weeks in advance of our move. Called the agent three days before the pickup date, he advised everything was set to go. Arrived at the pickup location at the appointed time, NO TRUCK! Don't know why? The agent called around and found a truck 90 miles away, but we would have to drive there to pick it up, they would not deliver it! We cancelled on the spot, went with Penske, who had a truck available, thank God. We had crews set up on both ends of our move and any delay would have cost us extra money because of Budget. Tried calling Budget's 800 number to complain, but only got a peon who works weekends, no supervisor, so no help there. Emailed them, explaining the situation and asking for the difference in cost, because we had to rent on the spot with Penske, no discount. Never received a reply from Budget...will never use or recommend them to anyone. Too important of situation to leave to a second rate company!",473.0,1047.0,2.21,1050.0
Budget,Michelle F,Dunedin,FL,2016-02-18,2,"I made the reservation for 12 ft truck, pads, and dolly online via budget.com and then the provider didn't have any trucks at all. I had flown into Baton Rouge from Tampa and didn't have time to drive around looking for a truck as the loaders were scheduled for several hours after pickup. I ended up finding another Budget nearby who had a 16 ft truck, but not the pads or dolly, and who did not honor the original agreement so had to spend an add'l $150. I bought pads spending another $100. The truck itself was good, and the move went smoothly. Until several days after arrival in TPA when I noticed a $50 ""no show"" fee from Budget. I did get that back within two business days, but I will definitely check other options next time before taking them on again",700.0,,,1300.0
Budget,Mieko B,Carlsbad,CA,2016-02-14,4,"The truck was fine. The staff at the Budget offices handled us well. Budget was cost effective, and about $100 less expensive than U haul.",450.0,375.0,0.83,900.0
Budget,Michelle F,Baton Rouge,LA,2016-02-08,4,I was the transportation crew and two old cats were involved - a review of that is more suited to black comedy....,700.0,400.0,0.57,1330.0
Budget,Andrea C,Vernon Rockville,CT,2016-02-05,5,"We are still in process with them, we would happily can't complete thus after we are completed! Thanks!",80.0,250.0,3.13,1000.0
Budget,Patrisha K,Chicago,IL,2016-02-04,3,"I ordered a 12 foot truck from the website, they gave me a 10 foot truck. When I asked about it at the time of pickup, the woman at the desk said "" You get what you ordered"" even though they had circled the 10 foot truck on the check out sheet. She then crossed out the 10, and circled the 12 foot truck option on the sheet. SO I was led tp believe that was what I had. I drove my truck away, packed it up, and then didn't have enough room for some of my things. When I finally realized I should measure my truck. I did in fact recieve a 10 foot truck. I called after returning it, and they said they were not required to give me what I had reserved. So my advise would be to not use them if you expect them to be honest. They were cheap, so I got what I paid for. Bad customer service, and lies. But cheaper than everyone else.",356.0,420.0,1.18,
Budget,Craig B,Sunset Beach,NC,2016-01-27,5,"The truck ran well, was easy to load and unload and was less expensive that competitors.",500.0,750.0,1.5,500.0
Budget,Jenny C,Palm Harbor,FL,2016-01-24,5,"No hassle, cheap rental. Only negative was that they had no packing blankets available.",100.0,180.0,1.8,1100.0
Budget,Jim H,La Conner,WA,2016-01-23,5,Easy to check-in and check out.,350.0,330.0,0.94,1200.0
Budget,Michael C,Mount Laurel,NJ,2016-01-16,4,No problems but truck condition ie broken mirror that was taped was a problem with driving. friendly helpful people on both ends of a one-way trip.,,,,
Budget,Wayne B,Boulder,CO,2016-01-15,5,Had my unit ready and waiting for me at 7:00 a.m. Moving van ran well and gave me no trouble at all. I have used Budget before and I certainly would use them again Wayne,75.0,115.0,1.53,1200.0
Budget,Courtney W,Charlotte,NC,2016-01-14,5,Very nice,150.0,,,
Budget,Anita W,Canton,GA,2016-01-08,5,Manager worked with us to reschedule the truck to a later time and worked very hard to please.,22.0,75.0,3.41,
Budget,Mike N,Rockville,MD,2015-12-29,2,Opened 20 minutes late and gave excuses instead of apologizing.,1.0,47.0,47.0,1000.0
Budget,John K,Charlotte,NC,2015-12-28,2,"The car hauler had corrosion and the crank snapped off. We called the office during office hours and it took forever to get a hold of someone. Finally we called roadside assistance, but it took forever and we got help from someone else.",700.0,1300.0,1.86,1300.0
Budget,kenneth A,Red Lion,PA,2015-12-22,5,Excellent,400.0,384.0,0.96,1200.0
Budget,Mary L,Hoboken,NJ,2015-12-21,1,"The truck that we reserved well ahead of time was NOT available when I came to pick it up. The previous renter had not returned it. After spending about 30 minutes trying to get a replacement truck at a nearby Budget rental location, we had to take a smaller truck on their lot. And, due to corporate policies, they didn't give us any money off. This local office apparently couldn't do anything for us other than giving us some free pads.",400.0,490.0,1.23,
Budget,Gabriela B,Brookfield,CT,2015-12-18,5,Convenient as usual,816.0,1375.0,1.69,
Budget,rex s,Ocean Isle Beach,NC,2015-12-10,5,New truck that ran well & diesel engine so it was cheaper.,260.0,150.0,0.58,2200.0
Budget,Jill B,Hudson,NH,2015-12-07,3,"Unfortunately, they only had one size truck (16 foot) at that particular shop, but it was a local move, so we made multiple trips.",10.0,80.0,8.0,1000.0
Budget,Arethea L,Pembroke Pines,FL,2015-11-30,5,great,,,,
Budget,Jonathan T,Brooklyn,NY,2015-11-28,5,Not as difficult to drive as I expected. Picked up my truck early on my departure day; dropped it off once I had finished up on my last day. No problems with the truck while on the road or with the Budget service before/after my trip.,790.0,590.0,0.75,500.0
Budget,Jeannette A,Tracy,CA,2015-11-11,4,Easy process and very affordable,15.0,35.0,2.33,1200.0
Budget,Greg R,San Francisco,CA,2015-11-02,4,Could have used a bigger truck (16' not big enough),15.0,100.0,6.67,2000.0
Budget,Feibi Y,Lincoln,NE,2015-11-02,5,"Insurance, dolly, car carrier, furniture pads; all great. Does not sell/offer boxes anymore, so plan ahead for boxes and packing.",900.0,1700.0,1.89,720.0
Budget,Scott B,Buckner,MO,2015-11-02,3,"Vehicle was safe and functional, but could use some minor technical improvements.",15.0,500.0,33.33,2400.0
Budget,Myron W,Chesapeake,VA,2015-11-01,5,Third time was a charm. They had a truck waiting at the correct location. My first two times with budget were not so happy.,200.0,220.0,1.1,2000.0
Budget,Mahesh V,Trenton,NJ,2015-10-31,2,Did not properly explain the control equipments. New wheels did not seemed to be balanced and it did give wobbling effect at speed of just 45 miles/hr.,1800.0,1950.0,1.08,760.0
Budget,Patty W,Lafayette,CO,2015-10-28,3,"The truck leaked on my personal belongings. The dash on the passenger side kept falling off. Graffati was painted over with paint, and the budget logo was not on it. The truck has a governor and would only go 65. Long long bumpy uncomfortable ride.",980.0,1200.0,1.22,1200.0
Budget,Diana F,Fairfield,PA,2015-10-27,1,"Traveled 1300 miles-trucks governor continued getting ""stuck"" at some points during trip--especially at inclines-truck would not run over 30-40 miles/hr. When unloading contents--truck had leaked during rain encountered on trip--many items wet-",1300.0,1650.0,1.27,1400.0
Budget,joseph m,Orange City,FL,2015-10-26,5,"Best pricing, reliable trucks, overall good service!!",200.0,550.0,2.75,1200.0
Budget,Denise V,Crystal Lake,IL,2015-10-22,4,"Good value to rent a truck, hire movers to load and unload at each end. Budget had a clean truck and it ran well. With Budget, I was also able to rent a car from the same facility when I arrived at my new home.",1000.0,1500.0,1.5,1500.0
Budget,Galia T,Caldwell,NJ,2015-10-20,3,They were ok,3.0,85.0,28.33,1700.0
Budget,Nancy A,Niles,MI,2015-10-19,5,Very Helpful in IL! Recommend,,,,
Budget,Carolyn W,Stafford,VA,2015-10-19,1,Two times I have rented from Budget and both times I have reserved the truck on line only to find out that they did not have a truck available for the day I chose. The first time they did not inform me until 16 hours before the move was to begin (had moving people scheduled and paid for). They company did make it right in the end but I cannot express the frustration you experience when you think you have everything ready and the most important item of the move suddenly becomes unavailable and you have to scramble to get a truck.,,,,
Budget,Wilma W,Denver,CO,2015-10-11,2,"I hooked a dolly to transport my car from Colorado to San Diego and if I drove over 40mph the dolly would fishtale. The truck didn't have a charger connection for my phone and I had to go to my car in order to charge my phone. It was a challenging drive that took longer then it should have, and I will never use them again.",1018.0,1075.0,1.06,1200.0
Budget,Kathleen K,Saint Louis,MO,2015-10-09,4,"The service with picking up the truck was great, and everything I reserved was ready when I got there. The truck had 165k miles on it, so was a little rough riding, and the radio didn't work, but otherwise, was a good experience.",1060.0,675.0,0.64,1300.0
Budget,James G,Sugar Land,TX,2015-10-05,4,Truck was in new condition. Although someone had split something on the console which hadn't been clean. Looked like tobacco chew or coffee. Truck was easy to drive and load.,300.0,229.0,0.76,2372.0
Budget,Sherry B,Venice,FL,2015-09-30,2,The truck was malfunctioned. It did not let you pump more than 12 gallons of gas at a time.,,,,
Budget,Pam C,Granite Shoals,TX,2015-09-29,5,I might have needed a larger truck but this one turned out fine with expert movers loading it.,175.0,126.0,0.72,1200.0
Budget,Del A,Strasburg,CO,2015-09-29,4,no problems.but inside of truck very dirty had to wipe down before my 1700 mile trip,,,,
Budget,Wanda C,Norcross,GA,2015-09-28,3,"Not clean truck cab, but customer service was good.",680.0,672.0,0.99,700.0
Budget,Stuart G,Cambridge,MA,2015-09-26,4,Very good truck and service.,1650.0,1250.0,0.76,950.0
Budget,Susan S,West Long Branch,NJ,2015-09-21,5,Everything went as planned.,9.0,75.0,8.33,2300.0
Budget,Sherry F,Saint Petersburg,FL,2015-09-21,3,We had a 24 ft truck with a car trailer. Most everything was in working order but the truck was filthy on the inside and the seat belts locked and didn't allow us to move or bend forward at all.,1300.0,3000.0,2.31,1100.0
Budget,Francine L,Oakland,CA,2015-09-20,4,"The truck was less than 10 miles away. The representative was polite and cheerful, and he suggested the number of miles per gallon which was very helpful, and even made suggestions on where to park my car while I was using the truck. The cost of the furniture pads was very inexpensive.",18.0,80.0,4.44,1900.0
Budget,Deb M,Rockville,MD,2015-09-14,4,"The truck was ready for pick up as requested, and the staff person was especially pleasant and helpful. All of the terms and conditions were carefully explained, and the after hours drop-off was convenient. There were a couple of cockroaches in the truck cab, which needed to be cleaned out from previous users. The trailer was fine.",,,,
Budget,Kathleen D,Philadelphia,PA,2015-09-09,4,Drop off was a bit of a problem.,1000.0,2000.0,2.0,800.0
Budget,Richard R,Leesburg,FL,2015-09-07,3,The truck and equipment were fine. The only issue was the ac wasn't working properly. This is why the average rating. It worked for about 30 minutes then stopped. It was very hot and muggy the day that I drove the truck and couldn't open the windows due to the rain. Other than that everything was fine. The truck was ready on time and the check out service was quick. I have used Budget in the past and will use them again.,382.0,179.0,0.47,1400.0
